lat,lon,elevation,slope_percent,suitability_score,suitable
35.4108,45.2847,823.0,3.054257994970065,84.72871002514968,True
35.4108,45.2947,838.0,3.1124894249144557,84.43755287542773,True
35.4108,45.3047,845.0,2.032646155046175,89.83676922476911,True
35.4108,45.314699999999995,856.0,5.780337503412561,71.0983124829372,True
35.4108,45.32469999999999,877.0,6.2881782249383695,68.55910887530816,True
35.4108,45.33469999999999,890.0,3.620650963676,81.89674518162,True
35.4108,45.34469999999999,887.0,4.636974041199087,76.81512979400456,True
35.4108,45.35469999999999,911.0,4.401724757456858,77.9913762127157,True
35.4108,45.364699999999985,951.0,5.780337503412561,71.0983124829372,True
35.4108,45.37469999999998,958.0,7.545813869926042,62.27093065036979,True
35.4108,45.38469999999998,1020.0,7.241301927352,63.793490363240004,True
35.4108,45.39469999999998,1012.0,11.878275968551085,40.60862015724458,False
35.4108,45.40469999999998,1084.0,15.054285585810733,24.72857207094633,False
35.4108,45.414699999999975,1101.0,19.7628458498063,1.1857707509684956,False
35.4108,45.42469999999997,1258.0,24.455274052899295,0.0,False
35.4108,45.43469999999997,1216.0,30.812073302198005,0.0,False
35.4108,45.44469999999997,1009.0,18.595041322317748,7.024793388411266,False
35.4108,45.45469999999997,873.0,12.21703197988026,38.9148401005987,False
35.4108,45.464699999999965,794.0,7.096658282430444,64.51670858784779,True
35.4108,45.47469999999996,753.0,5.33569615699621,73.32151921501895,True
35.4108,45.48469999999996,734.0,5.8438576957577535,70.78071152121123,True
35.4108,45.49469999999996,679.0,4.940711462451575,75.29644268774213,True
35.4108,45.50469999999996,649.0,2.6949335249735866,86.52533237513207,True
35.4108,45.514699999999955,623.0,2.3356090549771085,88.32195472511447,True
35.4108,45.52469999999995,629.0,2.223206732081754,88.88396633959123,True
35.4108,45.53469999999995,632.0,2.8745957599718257,85.62702120014087,True
35.4108,45.54469999999995,648.0,3.6841711560211925,81.57914421989403,True
35.4108,45.55469999999995,653.0,4.761049227453337,76.19475386273331,True
35.4108,45.564699999999945,673.0,3.1440891124691848,84.27955443765407,True
35.4108,45.57469999999994,664.0,2.794888463188491,86.02555768405755,True
35.4108,45.58469999999994,663.0,2.245777937477989,88.77111031261006,True
35.4208,45.2847,789.0,6.10851598994013,69.45742005029936,True
35.4208,45.2947,813.0,5.749191519943651,71.25404240028175,True
