lat,lon,elevation,slope_percent,suitability_score,suitable
35.3108,45.1847,841.0,5.300035932448053,0.0,False
35.3108,45.1947,859.0,4.891054810579859,2.1789037884028195,False
35.3108,45.204699999999995,883.0,4.06529231009235,18.69415379815299,False
35.3108,45.21469999999999,898.0,3.054257994970065,38.9148401005987,False
35.3108,45.22469999999999,932.0,3.054257994970065,38.9148401005987,False
35.3108,45.23469999999999,948.0,13.564498742367054,0.0,False
35.3108,45.24469999999999,1099.0,13.564498742367054,0.0,False
35.3108,45.254699999999985,1232.0,15.308366355191508,0.0,False
35.3108,45.26469999999998,1237.0,23.266259432271966,0.0,False
35.3108,45.27469999999998,1496.0,23.266259432271966,0.0,False
35.3108,45.28469999999998,1692.0,35.75278476464958,0.0,False
35.3108,45.29469999999998,1403.0,25.96119295724555,0.0,False
35.3108,45.304699999999976,1331.0,27.128997484734107,0.0,False
35.3108,45.314699999999974,1029.0,27.128997484734107,0.0,False
35.3108,45.32469999999997,942.0,7.815307222423401,0.0,False
35.3108,45.33469999999997,960.0,8.44412504491724,0.0,False
35.3108,45.34469999999997,866.0,8.44412504491724,0.0,False
35.3108,45.354699999999966,839.0,5.839022637442771,0.0,False
35.3108,45.364699999999964,833.0,5.749191519943651,0.0,False
35.3108,45.37469999999996,848.0,6.796660580935648,0.0,False
35.3108,45.38469999999996,859.0,8.623787279915478,0.0,False
35.3108,45.39469999999996,898.0,5.145135579960631,0.0,False
35.3108,45.404699999999956,893.0,7.725476104924282,0.0,False
35.3108,45.414699999999954,875.0,6.606100003900068,0.0,False
35.3108,45.42469999999995,860.0,3.5932446999647825,28.135106000704347,False
35.3108,45.43469999999995,820.0,3.5932446999647825,28.135106000704347,False
35.3108,45.44469999999995,795.0,3.5571307713308062,28.85738457338387,False
35.3108,45.454699999999946,765.0,3.5932446999647825,28.135106000704347,False
35.3108,45.464699999999944,805.0,4.319373079473123,13.612538410537544,False
35.3108,45.47469999999994,836.0,7.006827164931326,0.0,False
35.3108,45.48469999999994,914.0,15.880048086298244,0.0,False
35.3108,45.49469999999994,970.0,25.242544017252595,0.0,False
35.3108,45.504699999999936,1251.0,25.242544017252595,0.0,False
35.3108,45.514699999999934,1301.0,18.230295203070384,0.0,False
35.3108,45.52469999999993,1277.0,27.578153072229703,0.0,False
35.3108,45.53469999999993,970.0,27.578153072229703,0.0,False
35.3108,45.54469999999993,840.0,11.678045274885543,0.0,False
35.3108,45.554699999999926,769.0,6.378009342437488,0.0,False
35.3108,45.564699999999924,727.0,3.772906934963021,24.541861300739576,False
35.3108,45.57469999999992,704.0,3.303050001950034,33.93899996099932,False
35.3108,45.58469999999992,679.0,2.425440172476228,51.491196550475436,True
35.3108,45.59469999999992,664.0,2.413767309117333,51.72465381765334,True
35.3108,45.604699999999916,639.0,2.245777937477989,55.08444125044022,True
35.3108,45.614699999999914,614.0,2.245777937477989,55.08444125044022,True
35.3108,45.62469999999991,606.0,2.1559468199788694,56.88106360042261,True
35.3108,45.63469999999991,603.0,2.605102407474467,47.89795185051066,False
35.3108,45.64469999999991,579.0,2.1559468199788694,56.88106360042261,True
35.3108,45.654699999999906,577.0,2.3356090549771085,53.28781890045783,True
35.3108,45.664699999999904,603.0,4.671218109954217,6.575637800915657,False
35.3108,45.6746999999999,567.0,3.233920229968304,35.32159540063392,False
35.3108,45.6846999999999,554.0,1.1678045274885542,76.64390945022892,True
35.3208,45.1847,782.0,5.300035932448053,0.0,False
35.3208,45.1947,819.0,4.06529231009235,18.69415379815299,False
35.3208,45.204699999999995,864.0,4.940711462451575,1.1857707509684956,False
35.3208,45.21469999999999,919.0,4.940711462451575,1.1857707509684956,False
35.3208,45.22469999999999,929.0,4.06529231009235,18.69415379815299,False
35.3208,45.23469999999999,952.0,24.709354822280066,0.0,False
